Rt,Rt_1,Rt_2,Rt_3,Rt_4,Rt_5,Qt
1.953,0,0,0,0,0,8.83
3.526,1.953,0,0,0,0,13.6
0,3.526,1.953,0,0,0,14.3
29.586,0,3.526,1.953,0,0,117.1
50.923,29.586,0,3.526,1.953,0,341.8
3.586,50.923,29.586,0,3.526,1.953,163.1
26.228,3.586,50.923,29.586,0,3.526,220.8
0.784,26.228,3.586,50.923,29.586,0,137.6
0.762,0.784,26.228,3.586,50.923,29.586,117.6
28.448,0.762,0.784,26.228,3.586,50.923,226.6
6.175,28.448,0.762,0.784,26.228,3.586,140.5
2.94,6.175,28.448,0.762,0.784,26.228,126.1
7.766,2.94,6.175,28.448,0.762,0.784,221.6
10.886,7.766,2.94,6.175,28.448,0.762,262.8
3.912,10.886,7.766,2.94,6.175,28.448,334.1
4.396,3.912,10.886,7.766,2.94,6.175,227.3
10.344,4.396,3.912,10.886,7.766,2.94,367.3
41.589,10.344,4.396,3.912,10.886,7.766,586
34.284,41.589,10.344,4.396,3.912,10.886,717
18.296,34.284,41.589,10.344,4.396,3.912,705
9.639,18.296,34.284,41.589,10.344,4.396,355
29.35,9.639,18.296,34.284,41.589,10.344,502
0.476,29.35,9.639,18.296,34.284,41.589,279
2.708,0.476,29.35,9.639,18.296,34.284,146
11.862,2.708,0.476,29.35,9.639,18.296,213
0.046,11.862,2.708,0.476,29.35,9.639,117
0,0.046,11.862,2.708,0.476,29.35,87.1
0.922,0,0.046,11.862,2.708,0.476,74.5
0.126,0.922,0,0.046,11.862,2.708,72.1
0,0.126,0.922,0,0.046,11.862,68.5
9.513,0,0.126,0.922,0,0.046,53.7
9.809,9.513,0,0.126,0.922,0,126
0.644,9.809,9.513,0,0.126,0.922,182
12.805,0.644,9.809,9.513,0,0.126,198
19.118,12.805,0.644,9.809,9.513,0,339
39.017,19.118,12.805,0.644,9.809,9.513,778
19.148,39.017,19.118,12.805,0.644,9.809,391
13.139,19.148,39.017,19.118,12.805,0.644,315
13.481,13.139,19.148,39.017,19.118,12.805,272
3.214,13.481,13.139,19.148,39.017,19.118,243
12.6,3.214,13.481,13.139,19.148,39.017,352
1.348,12.6,3.214,13.481,13.139,19.148,189
18.119,1.348,12.6,3.214,13.481,13.139,284
11.6,18.119,1.348,12.6,3.214,13.481,270
2.128,11.6,18.119,1.348,12.6,3.214,231
14.152,2.128,11.6,18.119,1.348,12.6,399
13.527,14.152,2.128,11.6,18.119,1.348,431
24.329,13.527,14.152,2.128,11.6,18.119,569
13.094,24.329,13.527,14.152,2.128,11.6,447
11.265,13.094,24.329,13.527,14.152,2.128,414
11.149,11.265,13.094,24.329,13.527,14.152,336
4,11.149,11.265,13.094,24.329,13.527,231
1.222,4,11.149,11.265,13.094,24.329,183
9.933,1.222,4,11.149,11.265,13.094,157
0,9.933,1.222,4,11.149,11.265,136
23.772,0,9.933,1.222,4,11.149,172
38.757,23.772,0,9.933,1.222,4,354
9.508,38.757,23.772,0,9.933,1.222,644
5.85,9.508,38.757,23.772,0,9.933,298
1.146,5.85,9.508,38.757,23.772,0,216
11.637,1.146,5.85,9.508,38.757,23.772,249
10.206,11.637,1.146,5.85,9.508,38.757,290
12.374,10.206,11.637,1.146,5.85,9.508,271
17.397,12.374,10.206,11.637,1.146,5.85,516
12.311,17.397,12.374,10.206,11.637,1.146,300
1.456,12.311,17.397,12.374,10.206,11.637,252
0.63,1.456,12.311,17.397,12.374,10.206,230
1.4,0.63,1.456,12.311,17.397,12.374,224
1.323,1.4,0.63,1.456,12.311,17.397,197
1.441,1.323,1.4,0.63,1.456,12.311,215
5.828,1.441,1.323,1.4,0.63,1.456,176
9.279,5.828,1.441,1.323,1.4,0.63,198
0.784,9.279,5.828,1.441,1.323,1.4,180
30.848,0.784,9.279,5.828,1.441,1.323,487
20.943,30.848,0.784,9.279,5.828,1.441,606
14.704,20.943,30.848,0.784,9.279,5.828,509
13.11,14.704,20.943,30.848,0.784,9.279,419
14.117,13.11,14.704,20.943,30.848,0.784,455
13.549,14.117,13.11,14.704,20.943,30.848,324
2.264,13.549,14.117,13.11,14.704,20.943,385
31.703,2.264,13.549,14.117,13.11,14.704,388
11.489,31.703,2.264,13.549,14.117,13.11,757
6.862,11.489,31.703,2.264,13.549,14.117,616
17.897,6.862,11.489,31.703,2.264,13.549,522
4.226,17.897,6.862,11.489,31.703,2.264,531
6.848,4.226,17.897,6.862,11.489,31.703,375
0.322,6.848,4.226,17.897,6.862,11.489,254
3.726,0.322,6.848,4.226,17.897,6.862,245
0.875,3.726,0.322,6.848,4.226,17.897,208
13.989,0.875,3.726,0.322,6.848,4.226,215
1.829,13.989,0.875,3.726,0.322,6.848,279
24.31,1.829,13.989,0.875,3.726,0.322,194
0.56,24.31,1.829,13.989,0.875,3.726,457
18.291,0.56,24.31,1.829,13.989,0.875,286
1.092,18.291,0.56,24.31,1.829,13.989,373
1.668,1.092,18.291,0.56,24.31,1.829,254
6.388,1.668,1.092,18.291,0.56,24.31,231
1.953,6.388,1.668,1.092,18.291,0.56,261
31.863,1.953,6.388,1.668,1.092,18.291,397
28.575,31.863,1.953,6.388,1.668,1.092,455
22.563,28.575,31.863,1.953,6.388,1.668,562
1.857,22.563,28.575,31.863,1.953,6.388,683
0.278,1.857,22.563,28.575,31.863,1.953,281
18.504,0.278,1.857,22.563,28.575,31.863,301
7.623,18.504,0.278,1.857,22.563,28.575,268
0,7.623,18.504,0.278,1.857,22.563,203
0,0,7.623,18.504,0.278,1.857,185
0,0,0,7.623,18.504,0.278,157
0,0,0,0,7.623,18.504,138
0,0,0,0,0,7.623,122
0,0,0,0,0,0,112
8.924,0,0,0,0,0,105
0,8.924,0,0,0,0,97.3
0,0,8.924,0,0,0,197
31.563,0,0,8.924,0,0,167
27.023,31.563,0,0,8.924,0,402
20.795,27.023,31.563,0,0,8.924,494
13.309,20.795,27.023,31.563,0,0,193
0.763,13.309,20.795,27.023,31.563,0,142
1.323,0.763,13.309,20.795,27.023,31.563,122
28.413,1.323,0.763,13.309,20.795,27.023,213
11.592,28.413,1.323,0.763,13.309,20.795,407
9.513,11.592,28.413,1.323,0.763,13.309,271
0.69,9.513,11.592,28.413,1.323,0.763,155
0,0.69,9.513,11.592,28.413,1.323,87.2
0,0,0.69,9.513,11.592,28.413,82.4
0,0,0,0.69,9.513,11.592,75.8
0,0,0,0,0.69,9.513,73.6
1.323,0,0,0,0,0.69,69.6
16.068,1.323,0,0,0,0,81.6
17.245,16.068,1.323,0,0,0,215
20.663,17.245,16.068,1.323,0,0,266
32.823,20.663,17.245,16.068,1.323,0,426
42.876,32.823,20.663,17.245,16.068,1.323,663
0,42.876,32.823,20.663,17.245,16.068,879
2.45,0,42.876,32.823,20.663,17.245,289
1.296,2.45,0,42.876,32.823,20.663,191
0,1.296,2.45,0,42.876,32.823,136
0,0,1.296,2.45,0,42.876,121
0,0,0,1.296,2.45,0,111
0,0,0,0,1.296,2.45,107
0,0,0,0,0,1.296,92.7
5.229,0,0,0,0,0,87.6
0,5.229,0,0,0,0,108.5
0,0,5.229,0,0,0,77.6
0,0,0,5.229,0,0,73.2
0,0,0,0,5.229,0,68.8
0,0,0,0,0,5.229,64.8
0,0,0,0,0,0,60.4
0,0,0,0,0,0,57.1
0,0,0,0,0,0,54.7
0,0,0,0,0,0,53.3
0,0,0,0,0,0,51
0,0,0,0,0,0,50
0,0,0,0,0,0,48
0,0,0,0,0,0,47
0,0,0,0,0,0,46
0,0,0,0,0,0,45.3
1.386,0,0,0,0,0,44.6
0,1.386,0,0,0,0,53.3
0,0,1.386,0,0,0,44.8
0,0,0,1.386,0,0,43
0,0,0,0,1.386,0,41.8
0,0,0,0,0,1.386,40.9
0,0,0,0,0,0,39.5
0,0,0,0,0,0,38.3
0,0,0,0,0,0,37.6
0,0,0,0,0,0,36.9
0,0,0,0,0,0,36.2
0,0,0,0,0,0,35.5
0,0,0,0,0,0,34.8
1.104,0,0,0,0,0,34.8
5.94,1.104,0,0,0,0,38.8
0,5.94,1.104,0,0,0,36.2
0,0,5.94,1.104,0,0,34.1
0,0,0,5.94,1.104,0,33.4
0,0,0,0,5.94,1.104,32.7
0,0,0,0,0,5.94,32
0,0,0,0,0,0,30.6
0.756,0,0,0,0,0,29.9
2.849,0.756,0,0,0,0,29.9
0.923,2.849,0.756,0,0,0,29.9
0.14,0.923,2.849,0.756,0,0,32.7
0,0.14,0.923,2.849,0.756,0,30.4
0,0,0.14,0.923,2.849,0.756,29
0,0,0,0.14,0.923,2.849,27.8
0,0,0,0,0.14,0.923,27.1
0,0,0,0,0,0.14,26.4
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25
0,0,0,0,0,0,25
0,0,0,0,0,0,24.6
0,0,0,0,0,0,24.1
0,0,0,0,0,0,23.7
0,0,0,0,0,0,23.7
0,0,0,0,0,0,23.2
0,0,0,0,0,0,22.8
0,0,0,0,0,0,22.6
0,0,0,0,0,0,22.3
0,0,0,0,0,0,21.8
0,0,0,0,0,0,21.8
0,0,0,0,0,0,21.4
0,0,0,0,0,0,21.4
0,0,0,0,0,0,20.9
0,0,0,0,0,0,20.5
0,0,0,0,0,0,20.5
0,0,0,0,0,0,20.1
0,0,0,0,0,0,20.1
0,0,0,0,0,0,19.8
0,0,0,0,0,0,20.1
0,0,0,0,0,0,20.1
0,0,0,0,0,0,19.7
0,0,0,0,0,0,19.3
0,0,0,0,0,0,19.3
0,0,0,0,0,0,19.3
0,0,0,0,0,0,18.9
4.746,0,0,0,0,0,19.8
4.901,4.746,0,0,0,0,22
1.078,4.901,4.746,0,0,0,21.7
0,1.078,4.901,4.746,0,0,20.6
0.07,0,1.078,4.901,4.746,0,20.1
0,0.07,0,1.078,4.901,4.746,19.7
0,0,0.07,0,1.078,4.901,19.3
0,0,0,0.07,0,1.078,18.9
0,0,0,0,0.07,0,18.6
0,0,0,0,0,0.07,18.5
0,0,0,0,0,0,18.4
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18
0,0,0,0,0,0,17.7
0,0,0,0,0,0,17.3
0,0,0,0,0,0,17.3
0,0,0,0,0,0,17
0,0,0,0,0,0,16.9
0,0,0,0,0,0,16.9
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.5
0,0,0,0,0,0,16.5
0,0,0,0,0,0,16.2
0.7,0,0,0,0,0,16.1
0,0.7,0,0,0,0,15.9
1.283,0,0.7,0,0,0,15.8
0,1.283,0,0.7,0,0,15.6
0,0,1.283,0,0.7,0,15.4
0,0,0,1.283,0,0.7,15.3
0,0,0,0,1.283,0,15.3
0,0,0,0,0,1.283,15
0,0,0,0,0,0,15
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.7
0.756,0,0,0,0,0,14.7
0,0.756,0,0,0,0,15.6
0.572,0,0.756,0,0,0,18.5
3.402,0.572,0,0.756,0,0,15.4
3.358,3.402,0.572,0,0.756,0,16.4
1.96,3.358,3.402,0.572,0,0.756,16.8
0,1.96,3.358,3.402,0.572,0,15.9
0,0,1.96,3.358,3.402,0.572,15.6
0.84,0,0,1.96,3.358,3.402,15.2
0,0.84,0,0,1.96,3.358,15.1
0,0,0.84,0,0,1.96,14.7
0,0,0,0.84,0,0,14.7
6.363,0,0,0,0.84,0,14.7
0.023,6.363,0,0,0,0.84,14.5
0.47,0.023,6.363,0,0,0,15.7
0,0.47,0.023,6.363,0,0,15.8
0,0,0.47,0.023,6.363,0,15.2
0,0,0,0.47,0.023,6.363,14.6
0,0,0,0,0.47,0.023,14.2
0,0,0,0,0,0.47,13.8
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13
0,0,0,0,0,0,12.7
0,0,0,0,0,0,12.7
0.552,0,0,0,0,0,12.5
0,0.552,0,0,0,0,12.5
0,0,0.552,0,0,0,12.4
0,0,0,0.552,0,0,12.2
0.434,0,0,0,0.552,0,12.2
0.434,0.434,0,0,0,0.552,12.1
0,0.434,0.434,0,0,0,12
1.96,0,0.434,0.434,0,0,12
0,1.96,0,0.434,0.434,0,12.2
1.604,0,1.96,0,0.434,0.434,12.4
7.311,1.604,0,1.96,0,0.434,12.7
16.885,7.311,1.604,0,1.96,0,43.5
5.014,16.885,7.311,1.604,0,1.96,30.4
0,5.014,16.885,7.311,1.604,0,21.2
0,0,5.014,16.885,7.311,1.604,17.3
0,0,0,5.014,16.885,7.311,15.8
0.378,0,0,0,5.014,16.885,15.3
0,0.378,0,0,0,5.014,14.6
0,0,0.378,0,0,0,13.8
0,0,0,0.378,0,0,13.6
0,0,0,0,0.378,0,13.2
0,0,0,0,0,0.378,13
0,0,0,0,0,0,12.8
0,0,0,0,0,0,12.4
0,0,0,0,0,0,12.2
0.207,0,0,0,0,0,12.2
0,0.207,0,0,0,0,12.2
1.323,0,0.207,0,0,0,12
1.104,1.323,0,0.207,0,0,15.3
3.484,1.104,1.323,0,0.207,0,20.7
1.551,3.484,1.104,1.323,0,0.207,25.6
0,1.551,3.484,1.104,1.323,0,19.7
0.214,0,1.551,3.484,1.104,1.323,16.8
0,0.214,0,1.551,3.484,1.104,16
0,0,0.214,0,1.551,3.484,15.3
0.368,0,0,0.214,0,1.551,14.8
0,0.368,0,0,0.214,0,14.1
0.736,0,0.368,0,0,0.214,14.1
0.728,0.736,0,0.368,0,0,14.3
5.336,0.728,0.736,0,0.368,0,31.2
9.58,5.336,0.728,0.736,0,0.368,24.7
2.1,9.58,5.336,0.728,0.736,0,50
7.882,2.1,9.58,5.336,0.728,0.736,57.1
11.998,7.882,2.1,9.58,5.336,0.728,82.5
0,11.998,7.882,2.1,9.58,5.336,72.9
16.788,0,11.998,7.882,2.1,9.58,139.2
0,16.788,0,11.998,7.882,2.1,22.9
0.23,0,16.788,0,11.998,7.882,18.9
0,0.23,0,16.788,0,11.998,17.4
2.72,0,0.23,0,16.788,0,27.4
1.909,2.72,0,0.23,0,16.788,24.2
0.046,1.909,2.72,0,0.23,0,25.7
0,0.046,1.909,2.72,0,0.23,19.3
4.646,0,0.046,1.909,2.72,0,17.6
0,4.646,0,0.046,1.909,2.72,21.1
0,0,4.646,0,0.046,1.909,17.6
26.351,0,0,4.646,0,0.046,224.5
6.066,26.351,0,0,4.646,0,79.6
1.081,6.066,26.351,0,0,4.646,23.7
0,1.081,6.066,26.351,0,0,18
15.601,0,1.081,6.066,26.351,0,120.5
13.431,15.601,0,1.081,6.066,26.351,119.8
11.78,13.431,15.601,0,1.081,6.066,95.6
1.456,11.78,13.431,15.601,0,1.081,31.3
3.487,1.456,11.78,13.431,15.601,0,27.1
0,3.487,1.456,11.78,13.431,15.601,23.7
0.946,0,3.487,1.456,11.78,13.431,20.2
2.402,0.946,0,3.487,1.456,11.78,18.8
0,2.402,0.946,0,3.487,1.456,17.3
0,0,2.402,0.946,0,3.487,16.1
13.956,0,0,2.402,0.946,0,25.6
20.099,13.956,0,0,2.402,0.946,128.9
0.14,20.099,13.956,0,0,2.402,158.1
0.392,0.14,20.099,13.956,0,0,47.4
2.142,0.392,0.14,20.099,13.956,0,40.1
6.3,2.142,0.392,0.14,20.099,13.956,40.2
2.944,6.3,2.142,0.392,0.14,20.099,70.9
2.473,2.944,6.3,2.142,0.392,0.14,54.1
13.132,2.473,2.944,6.3,2.142,0.392,55.3
11.592,13.132,2.473,2.944,6.3,2.142,70.7
4.48,11.592,13.132,2.473,2.944,6.3,52.4
3.634,4.48,11.592,13.132,2.473,2.944,40.2
15.08,3.634,4.48,11.592,13.132,2.473,174.3
12.386,15.08,3.634,4.48,11.592,13.132,161.5
23.795,12.386,15.08,3.634,4.48,11.592,255.3
6.428,23.795,12.386,15.08,3.634,4.48,158.6
5.608,6.428,23.795,12.386,15.08,3.634,145.3
1.405,5.608,6.428,23.795,12.386,15.08,57.1
2.554,1.405,5.608,6.428,23.795,12.386,54.8
3.006,2.554,1.405,5.608,6.428,23.795,63
0.184,3.006,2.554,1.405,5.608,6.428,53.7
0.46,0.184,3.006,2.554,1.405,5.608,42
0.092,0.46,0.184,3.006,2.554,1.405,40.2
35.343,0.092,0.46,0.184,3.006,2.554,369
28.363,35.343,0.092,0.46,0.184,3.006,275.1
23.282,28.363,35.343,0.092,0.46,0.184,263.7
3.946,23.282,28.363,35.343,0.092,0.46,197.7
1.428,3.946,23.282,28.363,35.343,0.092,106.9
0.56,1.428,3.946,23.282,28.363,35.343,89.9
3.073,0.56,1.428,3.946,23.282,28.363,103.7
16.626,3.073,0.56,1.428,3.946,23.282,109.3
9.179,16.626,3.073,0.56,1.428,3.946,180.5
6.116,9.179,16.626,3.073,0.56,1.428,219
5.35,6.116,9.179,16.626,3.073,0.56,152
14.931,5.35,6.116,9.179,16.626,3.073,117
1.003,14.931,5.35,6.116,9.179,16.626,192
13.468,1.003,14.931,5.35,6.116,9.179,182.4
11.403,13.468,1.003,14.931,5.35,6.116,195.9
17.071,11.403,13.468,1.003,14.931,5.35,274
7.361,17.071,11.403,13.468,1.003,14.931,253
13.395,7.361,17.071,11.403,13.468,1.003,351
17.893,13.395,7.361,17.071,11.403,13.468,411
7.074,17.893,13.395,7.361,17.071,11.403,261
11.746,7.074,17.893,13.395,7.361,17.071,188
1.932,11.746,7.074,17.893,13.395,7.361,223
1.449,1.932,11.746,7.074,17.893,13.395,179
6.72,1.449,1.932,11.746,7.074,17.893,149
6.937,6.72,1.449,1.932,11.746,7.074,169
11.556,6.937,6.72,1.449,1.932,11.746,184
3.108,11.556,6.937,6.72,1.449,1.932,239.3
26.736,3.108,11.556,6.937,6.72,1.449,386
15.715,26.736,3.108,11.556,6.937,6.72,340
0.074,15.715,26.736,3.108,11.556,6.937,156
11.38,0.074,15.715,26.736,3.108,11.556,262
19.48,11.38,0.074,15.715,26.736,3.108,265
23.02,19.48,11.38,0.074,15.715,26.736,361
64.924,23.02,19.48,11.38,0.074,15.715,652
364.59,64.924,23.02,19.48,11.38,0.074,2610
75.447,364.59,64.924,23.02,19.48,11.38,5030
26.248,75.447,364.59,64.924,23.02,19.48,4080
12.149,26.248,75.447,364.59,64.924,23.02,1010
16.345,12.149,26.248,75.447,364.59,64.924,545
11.656,16.345,12.149,26.248,75.447,364.59,535
4.658,11.656,16.345,12.149,26.248,75.447,479
3.213,4.658,11.656,16.345,12.149,26.248,460
8.759,3.213,4.658,11.656,16.345,12.149,478
18.625,8.759,3.213,4.658,11.656,16.345,538
0.652,18.625,8.759,3.213,4.658,11.656,444
28.866,0.652,18.625,8.759,3.213,4.658,640
27.974,28.866,0.652,18.625,8.759,3.213,682
1.272,27.974,28.866,0.652,18.625,8.759,466
10.861,1.272,27.974,28.866,0.652,18.625,490
6.409,10.861,1.272,27.974,28.866,0.652,514
15.03,6.409,10.861,1.272,27.974,28.866,570
17.944,15.03,6.409,10.861,1.272,27.974,559
28.256,17.944,15.03,6.409,10.861,1.272,652
39.427,28.256,17.944,15.03,6.409,10.861,695
129.16,39.427,28.256,17.944,15.03,6.409,2470
17.678,129.16,39.427,28.256,17.944,15.03,3100
34.641,17.678,129.16,39.427,28.256,17.944,1560
5.888,34.641,17.678,129.16,39.427,28.256,667
26.6,5.888,34.641,17.678,129.16,39.427,439
97.719,26.6,5.888,34.641,17.678,129.16,673
27.299,97.719,26.6,5.888,34.641,17.678,2260
4.039,27.299,97.719,26.6,5.888,34.641,525
2.236,4.039,27.299,97.719,26.6,5.888,504
6.226,2.236,4.039,27.299,97.719,26.6,422
1.966,6.226,2.236,4.039,27.299,97.719,450
0.49,1.966,6.226,2.236,4.039,27.299,416
13.856,0.49,1.966,6.226,2.236,4.039,434
2.824,13.856,0.49,1.966,6.226,2.236,553
0.046,2.824,13.856,0.49,1.966,6.226,454
55.086,0.046,2.824,13.856,0.49,1.966,529
22.736,55.086,0.046,2.824,13.856,0.49,1030
15.726,22.736,55.086,0.046,2.824,13.856,654
14.613,15.726,22.736,55.086,0.046,2.824,575
0.336,14.613,15.726,22.736,55.086,0.046,594
46.977,0.336,14.613,15.726,22.736,55.086,473
2.17,46.977,0.336,14.613,15.726,22.736,792
0.812,2.17,46.977,0.336,14.613,15.726,459
11.627,0.812,2.17,46.977,0.336,14.613,547
17.47,11.627,0.812,2.17,46.977,0.336,591
24.28,17.47,11.627,0.812,2.17,46.977,609
3.048,24.28,17.47,11.627,0.812,2.17,706
7.757,3.048,24.28,17.47,11.627,0.812,331
14.238,7.757,3.048,24.28,17.47,11.627,418
4.667,14.238,7.757,3.048,24.28,17.47,534
1.166,4.667,14.238,7.757,3.048,24.28,335
7.255,1.166,4.667,14.238,7.757,3.048,361
0,7.255,1.166,4.667,14.238,7.757,321
6.426,0,7.255,1.166,4.667,14.238,352
8.81,6.426,0,7.255,1.166,4.667,394
0.21,8.81,6.426,0,7.255,1.166,349
7.308,0.21,8.81,6.426,0,7.255,406
2.762,7.308,0.21,8.81,6.426,0,313
1.886,2.762,7.308,0.21,8.81,6.426,288
0.392,1.886,2.762,7.308,0.21,8.81,267
0,0.392,1.886,2.762,7.308,0.21,230
0,0,0.392,1.886,2.762,7.308,231
0,0,0,0.392,1.886,2.762,198
2.25,0,0,0,0.392,1.886,206
37.924,2.25,0,0,0,0.392,318
27.074,37.924,2.25,0,0,0,490
11.652,27.074,37.924,2.25,0,0,466
12.019,11.652,27.074,37.924,2.25,0,488
12.357,12.019,11.652,27.074,37.924,2.25,417
0.115,12.357,12.019,11.652,27.074,37.924,375
0.77,0.115,12.357,12.019,11.652,27.074,340
0,0.77,0.115,12.357,12.019,11.652,286
0,0,0.77,0.115,12.357,12.019,244
0.028,0,0,0.77,0.115,12.357,217
0,0.028,0,0,0.77,0.115,201
1.036,0,0.028,0,0,0.77,206
1.863,1.036,0,0.028,0,0,209
4.348,1.863,1.036,0,0.028,0,236
2.899,4.348,1.863,1.036,0,0.028,216
0,2.899,4.348,1.863,1.036,0,179
0,0,2.899,4.348,1.863,1.036,160
0,0,0,2.899,4.348,1.863,153
0,0,0,0,2.899,4.348,140
0,0,0,0,0,2.899,121
32.823,0,0,0,0,0,215
0,32.823,0,0,0,0,194
0,0,32.823,0,0,0,189
0,0,0,32.823,0,0,176
0,0,0,0,32.823,0,169
0,0,0,0,0,32.823,164
0,0,0,0,0,0,159
0,0,0,0,0,0,153
0,0,0,0,0,0,147
0,0,0,0,0,0,140
0,0,0,0,0,0,135
0,0,0,0,0,0,131
0,0,0,0,0,0,127
0,0,0,0,0,0,123
0,0,0,0,0,0,117
0,0,0,0,0,0,113
0,0,0,0,0,0,109
0,0,0,0,0,0,106
0,0,0,0,0,0,105
0,0,0,0,0,0,98.7
0,0,0,0,0,0,94
0,0,0,0,0,0,90.7
0.046,0,0,0,0,0,94.7
3.339,0.046,0,0,0,0,88
1.19,3.339,0.046,0,0,0,101
0.368,1.19,3.339,0.046,0,0,89.6
0,0.368,1.19,3.339,0.046,0,94.7
0,0,0.368,1.19,3.339,0.046,89.2
0,0,0,0.368,1.19,3.339,86.8
0,0,0,0,0.368,1.19,84.4
0,0,0,0,0,0.368,82
0,0,0,0,0,0,80.4
0,0,0,0,0,0,80.8
0,0,0,0,0,0,79.6
0,0,0,0,0,0,77.6
0,0,0,0,0,0,75.1
0,0,0,0,0,0,73.2
0,0,0,0,0,0,71
0,0,0,0,0,0,69.6
0,0,0,0,0,0,68.1
0,0,0,0,0,0,66.6
0,0,0,0,0,0,64.8
0,0,0,0,0,0,63.7
0,0,0,0,0,0,62.6
0,0,0,0,0,0,61.5
0,0,0,0,0,0,60
0,0,0,0,0,0,57.5
0,0,0,0,0,0,56
0,0,0,0,0,0,55
0,0,0,0,0,0,54
0,0,0,0,0,0,53
0,0,0,0,0,0,51.7
0,0,0,0,0,0,50
0,0,0,0,0,0,49
0,0,0,0,0,0,49
0,0,0,0,0,0,48
0,0,0,0,0,0,47
0,0,0,0,0,0,46.7
0,0,0,0,0,0,45.8
0,0,0,0,0,0,46
0,0,0,0,0,0,44.8
0,0,0,0,0,0,46.8
0,0,0,0,0,0,44.4
0,0,0,0,0,0,43
0,0,0,0,0,0,42.3
0,0,0,0,0,0,41.3
0,0,0,0,0,0,40.4
0,0,0,0,0,0,39.7
0,0,0,0,0,0,39
0,0,0,0,0,0,38.3
0,0,0,0,0,0,37.6
0,0,0,0,0,0,36.9
0,0,0,0,0,0,36.9
0,0,0,0,0,0,36.2
0,0,0,0,0,0,35.5
0,0,0,0,0,0,34.8
0,0,0,0,0,0,34.1
0,0,0,0,0,0,34.1
0,0,0,0,0,0,33.2
0,0,0,0,0,0,32
0,0,0,0,0,0,31.3
0,0,0,0,0,0,30.6
0,0,0,0,0,0,29.9
0,0,0,0,0,0,29.2
0,0,0,0,0,0,29.2
0,0,0,0,0,0,28.7
0,0,0,0,0,0,28.5
0,0,0,0,0,0,27.8
0,0,0,0,0,0,27.1
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0.819,0,0,0,0,0,27.3
0.21,0.819,0,0,0,0,27.8
0,0.21,0.819,0,0,0,26.6
22.113,0,0.21,0.819,0,0,37.1
21.457,22.113,0,0.21,0.819,0,153.9
6.072,21.457,22.113,0,0.21,0.819,162.6
0,6.072,21.457,22.113,0,0.21,41.3
0,0,6.072,21.457,22.113,0,35
0,0,0,6.072,21.457,22.113,32.5
0,0,0,0,6.072,21.457,30.6
0,0,0,0,0,6.072,28.5
0,0,0,0,0,0,27.1
0,0,0,0,0,0,25.3
0,0,0,0,0,0,24.6
0,0,0,0,0,0,23.7
0,0,0,0,0,0,23.2
0,0,0,0,0,0,22.8
0,0,0,0,0,0,22.3
0.107,0,0,0,0,0,22.3
0,0.107,0,0,0,0,21.8
1.323,0,0.107,0,0,0,21.7
0.046,1.323,0,0.107,0,0,23.4
0,0.046,1.323,0,0.107,0,22
0,0,0.046,1.323,0,0.107,21.4
0,0,0,0.046,1.323,0,20.9
0,0,0,0,0.046,1.323,20.5
0,0,0,0,0,0.046,20.1
10.269,0,0,0,0,0,20.4
5.514,10.269,0,0,0,0,37.6
0,5.514,10.269,0,0,0,37.6
0,0,5.514,10.269,0,0,27.8
0,0,0,5.514,10.269,0,24
0,0,0,0,5.514,10.269,22.8
0,0,0,0,0,5.514,21.8
0,0,0,0,0,0,20.5
0,0,0,0,0,0,20.1
0,0,0,0,0,0,19.7
0,0,0,0,0,0,19.3
0,0,0,0,0,0,18.9
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.3
2.996,0,0,0,0,0,17.6
0,2.996,0,0,0,0,17.7
0,0,2.996,0,0,0,17.3
0,0,0,2.996,0,0,16.9
0,0,0,0,2.996,0,16.9
0,0,0,0,0,2.996,16.5
0.092,0,0,0,0,0,16.2
0,0.092,0,0,0,0,15.9
0,0,0.092,0,0,0,15.9
0,0,0,0.092,0,0,15.6
0,0,0,0,0.092,0,15.2
0,0,0,0,0,0.092,14.6
0,0,0,0,0,0,14.1
0,0,0,0,0,0,13.6
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13
0,0,0,0,0,0,12.7
0,0,0,0,0,0,12.5
0,0,0,0,0,0,12.5
0.782,0,0,0,0,0,12.2
0,0.782,0,0,0,0,12.2
0,0,0.782,0,0,0,12
0,0,0,0.782,0,0,12
0,0,0,0,0.782,0,12
2.646,0,0,0,0,0.782,12
0,2.646,0,0,0,0,12
1.652,0,2.646,0,0,0,19.9
0,1.652,0,2.646,0,0,13.2
0,0,1.652,0,2.646,0,12.4
0,0,0,1.652,0,2.646,11.8
0,0,0,0,1.652,0,11.5
4.618,0,0,0,0,1.652,12
