Rt,Rt_1,Rt_2,Rt_3,Rt_4,Rt_5,Qt
0,0,0,0,0,0,14.5
0.069,0,0,0,0,0,14.5
0.579,0.069,0,0,0,0,14
0,0.579,0.069,0,0,0,14
0,0,0.579,0.069,0,0,14
0,0,0,0.579,0.069,0,13.8
0,0,0,0,0.579,0.069,13.5
0,0,0,0,0,0.579,13.5
0,0,0,0,0,0,13.2
0,0,0,0,0,0,13.5
7.749,0,0,0,0,0,13.5
4.527,7.749,0,0,0,0,15
0.308,4.527,7.749,0,0,0,18.5
0,0.308,4.527,7.749,0,0,16.2
0,0,0.308,4.527,7.749,0,15
0,0,0,0.308,4.527,7.749,14.7
2.522,0,0,0,0.308,4.527,14.5
0,2.522,0,0,0,0.308,14.8
0,0,2.522,0,0,0,14.5
0,0,0,2.522,0,0,14
0,0,0,0,2.522,0,13.5
0,0,0,0,0,2.522,13.2
0,0,0,0,0,0,13
0,0,0,0,0,0,13
0,0,0,0,0,0,13
22.617,0,0,0,0,0,57.4
0,22.617,0,0,0,0,86.1
0.046,0,22.617,0,0,0,19.1
12.726,0.046,0,22.617,0,0,29.3
7.422,12.726,0.046,0,22.617,0,30.9
0,7.422,12.726,0.046,0,22.617,22.1
0.069,0,7.422,12.726,0.046,0,16.5
0,0.069,0,7.422,12.726,0.046,15.2
0,0,0.069,0,7.422,12.726,14.5
0.819,0,0,0.069,0,7.422,13.7
24.252,0.819,0,0,0.069,0,51.7
7.641,24.252,0.819,0,0,0.069,89.3
0,7.641,24.252,0.819,0,0,29.3
0,0,7.641,24.252,0.819,0,19.1
0,0,0,7.641,24.252,0.819,15.5
0,0,0,0,7.641,24.252,14.7
0,0,0,0,0,7.641,14
0,0,0,0,0,0,13.5
1.033,0,0,0,0,0,12.8
0.23,1.033,0,0,0,0,12.3
0,0.23,1.033,0,0,0,11.9
0,0,0.23,1.033,0,0,11.4
0,0,0,0.23,1.033,0,11.2
0,0,0,0,0.23,1.033,10.9
0,0,0,0,0,0.23,10.7
0,0,0,0,0,0,10.5
0,0,0,0,0,0,10.1
0,0,0,0,0,0,10.1
0,0,0,0,0,0,9.72
0,0,0,0,0,0,9.72
0,0,0,0,0,0,9.34
0,0,0,0,0,0,9.21
0,0,0,0,0,0,8.96
0,0,0,0,0,0,8.83
0,0,0,0,0,0,8.58
0,0,0,0,0,0,8.58
7.501,0,0,0,0,0,8.2
7.349,7.501,0,0,0,0,9.85
0,7.349,7.501,0,0,0,11.2
2.778,0,7.349,7.501,0,0,11
31.9,2.778,0,7.349,7.501,0,61.9
11.34,31.9,2.778,0,7.349,7.501,109.4
6.363,11.34,31.9,2.778,0,7.349,73.5
2.142,6.363,11.34,31.9,2.778,0,20.3
1.212,2.142,6.363,11.34,31.9,2.778,17
0.819,1.212,2.142,6.363,11.34,31.9,21.2
3.435,0.819,1.212,2.142,6.363,11.34,25.6
9.702,3.435,0.819,1.212,2.142,6.363,17.3
4.755,9.702,3.435,0.819,1.212,2.142,22.5
7.119,4.755,9.702,3.435,0.819,1.212,15.3
0,7.119,4.755,9.702,3.435,0.819,14.5
0.023,0,7.119,4.755,9.702,3.435,14.9
3.381,0.023,0,7.119,4.755,9.702,16.2
0,3.381,0.023,0,7.119,4.755,15.5
1.541,0,3.381,0.023,0,7.119,13.5
75.272,1.541,0,3.381,0.023,0,267
5.414,75.272,1.541,0,3.381,0.023,74.4
6.552,5.414,75.272,1.541,0,3.381,31.3
0.7,6.552,5.414,75.272,1.541,0,44.5
0.46,0.7,6.552,5.414,75.272,1.541,29.4
0,0.46,0.7,6.552,5.414,75.272,17.6
0.385,0,0.46,0.7,6.552,5.414,15
0.448,0.385,0,0.46,0.7,6.552,13.7
0,0.448,0.385,0,0.46,0.7,13
0,0,0.448,0.385,0,0.46,12.5
0,0,0,0.448,0.385,0,12.5
0.728,0,0,0,0.448,0.385,12.2
9.679,0.728,0,0,0,0.448,11.9
0.046,9.679,0.728,0,0,0,21.5
30.942,0.046,9.679,0.728,0,0,23.6
15.339,30.942,0.046,9.679,0.728,0,62.6
45.346,15.339,30.942,0.046,9.679,0.728,89.2
1.457,45.346,15.339,30.942,0.046,9.679,243
10.933,1.457,45.346,15.339,30.942,0.046,59.5
0.288,10.933,1.457,45.346,15.339,30.942,36.1
5.199,0.288,10.933,1.457,45.346,15.339,69.2
5.018,5.199,0.288,10.933,1.457,45.346,23.3
13.031,5.018,5.199,0.288,10.933,1.457,53.7
0.938,13.031,5.018,5.199,0.288,10.933,44.5
0.693,0.938,13.031,5.018,5.199,0.288,39.4
0,0.693,0.938,13.031,5.018,5.199,32.4
1.09,0,0.693,0.938,13.031,5.018,46.4
0,1.09,0,0.693,0.938,13.031,32
12.394,0,1.09,0,0.693,0.938,79.6
85.048,12.394,0,1.09,0,0.693,768
1.175,85.048,12.394,0,1.09,0,106
0.961,1.175,85.048,12.394,0,1.09,73.1
1.904,0.961,1.175,85.048,12.394,0,73.3
4.974,1.904,0.961,1.175,85.048,12.394,110
0.14,4.974,1.904,0.961,1.175,85.048,45
0,0.14,4.974,1.904,0.961,1.175,33.6
19.712,0,0.14,4.974,1.904,0.961,25.4
0.7,19.712,0,0.14,4.974,1.904,22.1
14.017,0.7,19.712,0,0.14,4.974,150
11.338,14.017,0.7,19.712,0,0.14,96.8
3.91,11.338,14.017,0.7,19.712,0,114
6.746,3.91,11.338,14.017,0.7,19.712,93.8
7.725,6.746,3.91,11.338,14.017,0.7,90.2
4.369,7.725,6.746,3.91,11.338,14.017,107
11.716,4.369,7.725,6.746,3.91,11.338,127
33.574,11.716,4.369,7.725,6.746,3.91,178
32.202,33.574,11.716,4.369,7.725,6.746,290
8.2,32.202,33.574,11.716,4.369,7.725,298
0.56,8.2,32.202,33.574,11.716,4.369,204
26.406,0.56,8.2,32.202,33.574,11.716,284
28.844,26.406,0.56,8.2,32.202,33.574,319
0.23,28.844,26.406,0.56,8.2,32.202,286
0.766,0.23,28.844,26.406,0.56,8.2,284
10.79,0.766,0.23,28.844,26.406,0.56,273
1.268,10.79,0.766,0.23,28.844,26.406,277
32.599,1.268,10.79,0.766,0.23,28.844,262
37.051,32.599,1.268,10.79,0.766,0.23,368
1.15,37.051,32.599,1.268,10.79,0.766,375
0.161,1.15,37.051,32.599,1.268,10.79,235
3.042,0.161,1.15,37.051,32.599,1.268,184
11.431,3.042,0.161,1.15,37.051,32.599,239
38.612,11.431,3.042,0.161,1.15,37.051,482
47.979,38.612,11.431,3.042,0.161,1.15,518
70.228,47.979,38.612,11.431,3.042,0.161,817
62.847,70.228,47.979,38.612,11.431,3.042,1440
32.653,62.847,70.228,47.979,38.612,11.431,668
1.631,32.653,62.847,70.228,47.979,38.612,601
4.081,1.631,32.653,62.847,70.228,47.979,602
15.467,4.081,1.631,32.653,62.847,70.228,375
16.504,15.467,4.081,1.631,32.653,62.847,579
47.422,16.504,15.467,4.081,1.631,32.653,599
4.448,47.422,16.504,15.467,4.081,1.631,742
17.032,4.448,47.422,16.504,15.467,4.081,430
29.099,17.032,4.448,47.422,16.504,15.467,339
2.599,29.099,17.032,4.448,47.422,16.504,232
12.835,2.599,29.099,17.032,4.448,47.422,271
2.592,12.835,2.599,29.099,17.032,4.448,353
10.199,2.592,12.835,2.599,29.099,17.032,267
7.182,10.199,2.592,12.835,2.599,29.099,230
2.88,7.182,10.199,2.592,12.835,2.599,246
31.487,2.88,7.182,10.199,2.592,12.835,230
33.965,31.487,2.88,7.182,10.199,2.592,290
8.09,33.965,31.487,2.88,7.182,10.199,418
6.467,8.09,33.965,31.487,2.88,7.182,329
17.778,6.467,8.09,33.965,31.487,2.88,405
36.41,17.778,6.467,8.09,33.965,31.487,547
26.039,36.41,17.778,6.467,8.09,33.965,557
5.828,26.039,36.41,17.778,6.467,8.09,523
7.202,5.828,26.039,36.41,17.778,6.467,521
9.98,7.202,5.828,26.039,36.41,17.778,504
14.392,9.98,7.202,5.828,26.039,36.41,595
28.127,14.392,9.98,7.202,5.828,26.039,700
8.966,28.127,14.392,9.98,7.202,5.828,491
2.884,8.966,28.127,14.392,9.98,7.202,362
0.42,2.884,8.966,28.127,14.392,9.98,347
13.567,0.42,2.884,8.966,28.127,14.392,400
29.028,13.567,0.42,2.884,8.966,28.127,598
8.444,29.028,13.567,0.42,2.884,8.966,439
33.975,8.444,29.028,13.567,0.42,2.884,533
24.557,33.975,8.444,29.028,13.567,0.42,720
34.714,24.557,33.975,8.444,29.028,13.567,785
12.968,34.714,24.557,33.975,8.444,29.028,550
21.505,12.968,34.714,24.557,33.975,8.444,713
59.103,21.505,12.968,34.714,24.557,33.975,643
56.835,59.103,21.505,12.968,34.714,24.557,2110
23.401,56.835,59.103,21.505,12.968,34.714,845
21.639,23.401,56.835,59.103,21.505,12.968,601
24.593,21.639,23.401,56.835,59.103,21.505,628
5.705,24.593,21.639,23.401,56.835,59.103,742
0.184,5.705,24.593,21.639,23.401,56.835,541
1.456,0.184,5.705,24.593,21.639,23.401,525
28.016,1.456,0.184,5.705,24.593,21.639,654
68.986,28.016,1.456,0.184,5.705,24.593,583
38.464,68.986,28.016,1.456,0.184,5.705,1970
15.536,38.464,68.986,28.016,1.456,0.184,1110
21.142,15.536,38.464,68.986,28.016,1.456,1140
3.768,21.142,15.536,38.464,68.986,28.016,362
9.125,3.768,21.142,15.536,38.464,68.986,346
13.343,9.125,3.768,21.142,15.536,38.464,713
17.395,13.343,9.125,3.768,21.142,15.536,632
0,17.395,13.343,9.125,3.768,21.142,346
4.424,0,17.395,13.343,9.125,3.768,323
11.077,4.424,0,17.395,13.343,9.125,365
9.978,11.077,4.424,0,17.395,13.343,360
4.483,9.978,11.077,4.424,0,17.395,277
25.788,4.483,9.978,11.077,4.424,0,271
32.233,25.788,4.483,9.978,11.077,4.424,358
54.713,32.233,25.788,4.483,9.978,11.077,1040
38.639,54.713,32.233,25.788,4.483,9.978,1210
2.583,38.639,54.713,32.233,25.788,4.483,890
1.244,2.583,38.639,54.713,32.233,25.788,458
0,1.244,2.583,38.639,54.713,32.233,312
0,0,1.244,2.583,38.639,54.713,244
0,0,0,1.244,2.583,38.639,197
0,0,0,0,1.244,2.583,173
5.733,0,0,0,0,1.244,142
5.687,5.733,0,0,0,0,152
0.871,5.687,5.733,0,0,0,146
1.517,0.871,5.687,5.733,0,0,132
0.536,1.517,0.871,5.687,5.733,0,120
0,0.536,1.517,0.871,5.687,5.733,107
5.692,0,0.536,1.517,0.871,5.687,117
1.071,5.692,0,0.536,1.517,0.871,129
0.935,1.071,5.692,0,0.536,1.517,102
0,0.935,1.071,5.692,0,0.536,98.1
0,0,0.935,1.071,5.692,0,93.3
0.21,0,0,0.935,1.071,5.692,88.4
0.462,0.21,0,0,0.935,1.071,86.8
1.305,0.462,0.21,0,0,0.935,88.4
0,1.305,0.462,0.21,0,0,87.6
0,0,1.305,0.462,0.21,0,81.6
0,0,0,1.305,0.462,0.21,77.2
0,0,0,0,1.305,0.462,85.6
2.645,0,0,0,0,1.305,114
0,2.645,0,0,0,0,77.6
1.057,0,2.645,0,0,0,95.9
4.921,1.057,0,2.645,0,0,110
1.403,4.921,1.057,0,2.645,0,81.2
0,1.403,4.921,1.057,0,2.645,69.2
1.953,0,1.403,4.921,1.057,0,70.8
0,1.953,0,1.403,4.921,1.057,72
0,0,1.953,0,1.403,4.921,64.8
0,0,0,1.953,0,1.403,63.2
0,0,0,0,1.953,0,62.4
0,0,0,0,0,1.953,61.2
0,0,0,0,0,0,60.4
0,0,0,0,0,0,58.8
0,0,0,0,0,0,57.6
0,0,0,0,0,0,57.2
0,0,0,0,0,0,56
0,0,0,0,0,0,66.4
0,0,0,0,0,0,55.1
0,0,0,0,0,0,53.6
0,0,0,0,0,0,53
0,0,0,0,0,0,52.4
0,0,0,0,0,0,51.5
0,0,0,0,0,0,50.6
0,0,0,0,0,0,49.7
0,0,0,0,0,0,49.1
0,0,0,0,0,0,47.9
0,0,0,0,0,0,47.3
0,0,0,0,0,0,46.4
0,0,0,0,0,0,46.1
0,0,0,0,0,0,45.5
0,0,0,0,0,0,44.9
2.196,0,0,0,0,0,44.3
2.262,2.196,0,0,0,0,48.2
0.69,2.262,2.196,0,0,0,50.6
0,0.69,2.262,2.196,0,0,47.3
0,0,0.69,2.262,2.196,0,46.4
0,0,0,0.69,2.262,2.196,45.2
0.161,0,0,0,0.69,2.262,44.3
0,0.161,0,0,0,0.69,43.7
0,0,0.161,0,0,0,43.4
0,0,0,0.161,0,0,42.5
0,0,0,0,0.161,0,42.2
0,0,0,0,0,0.161,41.6
0,0,0,0,0,0,40.7
0,0,0,0,0,0,40.1
0,0,0,0,0,0,38.9
0,0,0,0,0,0,37.7
0,0,0,0,0,0,36.8
0,0,0,0,0,0,35.9
0,0,0,0,0,0,35.3
0,0,0,0,0,0,34.4
0,0,0,0,0,0,33.5
0,0,0,0,0,0,32.9
0,0,0,0,0,0,31.4
0,0,0,0,0,0,30.2
0,0,0,0,0,0,29.3
0,0,0,0,0,0,28.8
0,0,0,0,0,0,28.4
0,0,0,0,0,0,27.9
0,0,0,0,0,0,27.7
0,0,0,0,0,0,27.3
0,0,0,0,0,0,27
0,0,0,0,0,0,26.8
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25.5
0,0,0,0,0,0,25.1
0,0,0,0,0,0,25.1
0,0,0,0,0,0,24.9
0,0,0,0,0,0,24.4
0,0,0,0,0,0,24.4
0.46,0,0,0,0,0,24
0,0.46,0,0,0,0,23.8
0,0,0.46,0,0,0,23.8
0,0,0,0.46,0,0,23.2
0,0,0,0,0.46,0,23.2
0,0,0,0,0,0.46,22.7
0,0,0,0,0,0,22.5
0,0,0,0,0,0,22.5
1.827,0,0,0,0,0,26.8
37.369,1.827,0,0,0,0,179.2
11.503,37.369,1.827,0,0,0,144.3
0,11.503,37.369,1.827,0,0,32.9
0,0,11.503,37.369,1.827,0,30.5
0,0,0,11.503,37.369,1.827,29.3
0,0,0,0,11.503,37.369,28.1
0,0,0,0,0,11.503,27.3
0.721,0,0,0,0,0,31.2
1.612,0.721,0,0,0,0,31.1
0,1.612,0.721,0,0,0,27.5
0,0,1.612,0.721,0,0,26.4
0,0,0,1.612,0.721,0,25.7
15.552,0,0,0,1.612,0.721,26.4
10.335,15.552,0,0,0,1.612,72.8
0,10.335,15.552,0,0,0,50
0,0,10.335,15.552,0,0,35.3
0,0,0,10.335,15.552,0,29.5
0,0,0,0,10.335,15.552,26.2
0,0,0,0,0,10.335,25.7
0,0,0,0,0,0,25.1
0,0,0,0,0,0,24.4
0,0,0,0,0,0,23.8
0,0,0,0,0,0,23.4
0,0,0,0,0,0,23.2
0,0,0,0,0,0,22.5
0,0,0,0,0,0,22.3
0,0,0,0,0,0,21.9
0,0,0,0,0,0,21.8
0,0,0,0,0,0,21.4
0,0,0,0,0,0,21.4
0,0,0,0,0,0,20.8
3.339,0,0,0,0,0,20.8
0,3.339,0,0,0,0,20.5
0,0,3.339,0,0,0,20.3
0,0,0,3.339,0,0,19.8
0,0,0,0,3.339,0,19.2
0,0,0,0,0,3.339,18.8
0,0,0,0,0,0,18.5
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.7
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.2
0,0,0,0,0,0,17
0,0,0,0,0,0,17
0,0,0,0,0,0,16.8
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.4
0,0,0,0,0,0,16.3
1.953,0,0,0,0,0,16.3
0,1.953,0,0,0,0,16.3
0,0,1.953,0,0,0,16
3.981,0,0,1.953,0,0,18.2
1.35,3.981,0,0,1.953,0,19.4
0,1.35,3.981,0,0,1.953,19.9
1.449,0,1.35,3.981,0,0,19.8
0,1.449,0,1.35,3.981,0,19
0,0,1.449,0,1.35,3.981,18.3
0,0,0,1.449,0,1.35,17.4
0,0,0,0,1.449,0,17
0,0,0,0,0,1.449,16.6
0,0,0,0,0,0,16.3
0,0,0,0,0,0,16.3
0,0,0,0,0,0,16
0,0,0,0,0,0,15.7
0,0,0,0,0,0,15.6
0,0,0,0,0,0,15.2
0,0,0,0,0,0,15.2
0,0,0,0,0,0,14.9
0,0,0,0,0,0,14.9
0,0,0,0,0,0,14.7
0,0,0,0,0,0,14.6
0,0,0,0,0,0,14.9
1.334,0,0,0,0,0,15.6
0.35,1.334,0,0,0,0,15.2
0,0.35,1.334,0,0,0,15.8
0.46,0,0.35,1.334,0,0,24
0,0.46,0,0.35,1.334,0,17.7
0,0,0.46,0,0.35,1.334,16.1
0,0,0,0.46,0,0.35,16
0.92,0,0,0,0.46,0,15.6
0.069,0.92,0,0,0,0.46,16.2
1.68,0.069,0.92,0,0,0,16.3
1.12,1.68,0.069,0.92,0,0,16
0,1.12,1.68,0.069,0.92,0,15.6
0,0,1.12,1.68,0.069,0.92,15.2
0,0,0,1.12,1.68,0.069,15
0,0,0,0,1.12,1.68,14.6
0,0,0,0,0,1.12,14.4
0,0,0,0,0,0,14.2
0,0,0,0,0,0,14.1
0,0,0,0,0,0,14.6
0,0,0,0,0,0,15.4
0,0,0,0,0,0,15
0,0,0,0,0,0,14.6
0,0,0,0,0,0,14.2
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.8
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.5
0,0,0,0,0,0,13.5
1.529,0,0,0,0,0,13.5
0.35,1.529,0,0,0,0,13.2
0,0.35,1.529,0,0,0,13.2
0,0,0.35,1.529,0,0,12.9
0,0,0,0.35,1.529,0,12.9
0,0,0,0,0.35,1.529,12.7
0,0,0,0,0,0.35,12.6
0,0,0,0,0,0,12.6
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.9
0,0,0,0,0,0,12.8
0,0,0,0,0,0,12.9
0.161,0,0,0,0,0,12.7
0,0.161,0,0,0,0,12.6
0,0,0.161,0,0,0,12.6
0,0,0,0.161,0,0,12.3
0,0,0,0,0.161,0,12.3
0,0,0,0,0,0.161,12.6
0,0,0,0,0,0,12.4
0,0,0,0,0,0,12.9
0,0,0,0,0,0,12.6
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.3
0,0,0,0,0,0,12.1
0,0,0,0,0,0,12
0,0,0,0,0,0,11.7
0,0,0,0,0,0,11.5
0,0,0,0,0,0,11.4
1.323,0,0,0,0,0,11.5
15.877,1.323,0,0,0,0,14.9
7.079,15.877,1.323,0,0,0,14.9
6.122,7.079,15.877,1.323,0,0,19.9
0,6.122,7.079,15.877,1.323,0,17.7
2.818,0,6.122,7.079,15.877,1.323,16.4
10.143,2.818,0,6.122,7.079,15.877,16.3
0.782,10.143,2.818,0,6.122,7.079,17.2
6.85,0.782,10.143,2.818,0,6.122,52.8
2.124,6.85,0.782,10.143,2.818,0,41.9
0.719,2.124,6.85,0.782,10.143,2.818,28.1
2.081,0.719,2.124,6.85,0.782,10.143,33.8
22.019,2.081,0.719,2.124,6.85,0.782,57
5.506,22.019,2.081,0.719,2.124,6.85,156.7
44.509,5.506,22.019,2.081,0.719,2.124,149.3
10.515,44.509,5.506,22.019,2.081,0.719,265.2
12.6,10.515,44.509,5.506,22.019,2.081,154.2
18.972,12.6,10.515,44.509,5.506,22.019,156.1
16.265,18.972,12.6,10.515,44.509,5.506,150.3
0,16.265,18.972,12.6,10.515,44.509,61.2
7.122,0,16.265,18.972,12.6,10.515,55.2
32.256,7.122,0,16.265,18.972,12.6,241.9
0,32.256,7.122,0,16.265,18.972,144.9
1.485,0,32.256,7.122,0,16.265,50.4
0.63,1.485,0,32.256,7.122,0,33.8
3.709,0.63,1.485,0,32.256,7.122,35.4
0,3.709,0.63,1.485,0,32.256,57.5
0,0,3.709,0.63,1.485,0,40.4
2.583,0,0,3.709,0.63,1.485,30.8
6.489,2.583,0,0,3.709,0.63,34.4
6.739,6.489,2.583,0,0,3.709,35.6
3.883,6.739,6.489,2.583,0,0,37.4
13.532,3.883,6.739,6.489,2.583,0,147
1.736,13.532,3.883,6.739,6.489,2.583,71.6
7.171,1.736,13.532,3.883,6.739,6.489,95.5
19.341,7.171,1.736,13.532,3.883,6.739,199.4
12.663,19.341,7.171,1.736,13.532,3.883,222
0.483,12.663,19.341,7.171,1.736,13.532,98.5
3.261,0.483,12.663,19.341,7.171,1.736,98.9
1.039,3.261,0.483,12.663,19.341,7.171,82.4
5.376,1.039,3.261,0.483,12.663,19.341,81.2
3.38,5.376,1.039,3.261,0.483,12.663,71.2
0.833,3.38,5.376,1.039,3.261,0.483,66.4
0,0.833,3.38,5.376,1.039,3.261,64.4
6.532,0,0.833,3.38,5.376,1.039,68
3.983,6.532,0,0.833,3.38,5.376,56.5
0,3.983,6.532,0,0.833,3.38,64.7
1.381,0,3.983,6.532,0,0.833,73.2
7.131,1.381,0,3.983,6.532,0,65.2
5.869,7.131,1.381,0,3.983,6.532,64
57.977,5.869,7.131,1.381,0,3.983,272
6.007,57.977,5.869,7.131,1.381,0,250
38.474,6.007,57.977,5.869,7.131,1.381,434
85.375,38.474,6.007,57.977,5.869,7.131,576
10.507,85.375,38.474,6.007,57.977,5.869,1660
39.698,10.507,85.375,38.474,6.007,57.977,785
22.273,39.698,10.507,85.375,38.474,6.007,858
19.468,22.273,39.698,10.507,85.375,38.474,597
7.624,19.468,22.273,39.698,10.507,85.375,587
11.893,7.624,19.468,22.273,39.698,10.507,431
11.301,11.893,7.624,19.468,22.273,39.698,432
18.543,11.301,11.893,7.624,19.468,22.273,582
0.77,18.543,11.301,11.893,7.624,19.468,472
43.645,0.77,18.543,11.301,11.893,7.624,832
38.082,43.645,0.77,18.543,11.301,11.893,974
12.689,38.082,43.645,0.77,18.543,11.301,548
9.643,12.689,38.082,43.645,0.77,18.543,337
5.383,9.643,12.689,38.082,43.645,0.77,250
9.158,5.383,9.643,12.689,38.082,43.645,221
4.352,9.158,5.383,9.643,12.689,38.082,283
0,4.352,9.158,5.383,9.643,12.689,305
0.92,0,4.352,9.158,5.383,9.643,218
25.503,0.92,0,4.352,9.158,5.383,413
0,25.503,0.92,0,4.352,9.158,202
0,0,25.503,0.92,0,4.352,225
0,0,0,25.503,0.92,0,181
3.517,0,0,0,25.503,0.92,214
29.152,3.517,0,0,0,25.503,231
67.739,29.152,3.517,0,0,0,684
29.609,67.739,29.152,3.517,0,0,1460
14.882,29.609,67.739,29.152,3.517,0,750
6.591,14.882,29.609,67.739,29.152,3.517,414
1.976,6.591,14.882,29.609,67.739,29.152,333
0.652,1.976,6.591,14.882,29.609,67.739,312
1.362,0.652,1.976,6.591,14.882,29.609,287
9.155,1.362,0.652,1.976,6.591,14.882,273
7.412,9.155,1.362,0.652,1.976,6.591,225
3.638,7.412,9.155,1.362,0.652,1.976,234
4.485,3.638,7.412,9.155,1.362,0.652,220
3.68,4.485,3.638,7.412,9.155,1.362,194
6.21,3.68,4.485,3.638,7.412,9.155,198
0.644,6.21,3.68,4.485,3.638,7.412,196
8.412,0.644,6.21,3.68,4.485,3.638,204
10.286,8.412,0.644,6.21,3.68,4.485,255
0.529,10.286,8.412,0.644,6.21,3.68,164
0.138,0.529,10.286,8.412,0.644,6.21,121
9.181,0.138,0.529,10.286,8.412,0.644,204
6.237,9.181,0.138,0.529,10.286,8.412,241
0.738,6.237,9.181,0.138,0.529,10.286,142
0.56,0.738,6.237,9.181,0.138,0.529,119
19.248,0.56,0.738,6.237,9.181,0.138,289
7.486,19.248,0.56,0.738,6.237,9.181,268
18.564,7.486,19.248,0.56,0.738,6.237,329
3.328,18.564,7.486,19.248,0.56,0.738,302
0.391,3.328,18.564,7.486,19.248,0.56,189
0.851,0.391,3.328,18.564,7.486,19.248,167
0.345,0.851,0.391,3.328,18.564,7.486,169
0.63,0.345,0.851,0.391,3.328,18.564,142
0.541,0.63,0.345,0.851,0.391,3.328,130
1.953,0.541,0.63,0.345,0.851,0.391,159
0.336,1.953,0.541,0.63,0.345,0.851,198
0,0.336,1.953,0.541,0.63,0.345,178
7.935,0,0.336,1.953,0.541,0.63,259
0.364,7.935,0,0.336,1.953,0.541,230
0.924,0.364,7.935,0,0.336,1.953,222
26.251,0.924,0.364,7.935,0,0.336,229
40.721,26.251,0.924,0.364,7.935,0,570
86.621,40.721,26.251,0.924,0.364,7.935,682
21.819,86.621,40.721,26.251,0.924,0.364,1223
5.955,21.819,86.621,40.721,26.251,0.924,610
24.633,5.955,21.819,86.621,40.721,26.251,578
19.178,24.633,5.955,21.819,86.621,40.721,528
2.243,19.178,24.633,5.955,21.819,86.621,270
1.656,2.243,19.178,24.633,5.955,21.819,295
1.049,1.656,2.243,19.178,24.633,5.955,202
4.055,1.049,1.656,2.243,19.178,24.633,224
1.88,4.055,1.049,1.656,2.243,19.178,180
0.252,1.88,4.055,1.049,1.656,2.243,155
0.391,0.252,1.88,4.055,1.049,1.656,121
3.22,0.391,0.252,1.88,4.055,1.049,182
0.46,3.22,0.391,0.252,1.88,4.055,204
2.507,0.46,3.22,0.391,0.252,1.88,209
5.405,2.507,0.46,3.22,0.391,0.252,234
4.295,5.405,2.507,0.46,3.22,0.391,241
0.69,4.295,5.405,2.507,0.46,3.22,184
13.464,0.69,4.295,5.405,2.507,0.46,203
18.54,13.464,0.69,4.295,5.405,2.507,231
0.437,18.54,13.464,0.69,4.295,5.405,232
9.812,0.437,18.54,13.464,0.69,4.295,169
2.925,9.812,0.437,18.54,13.464,0.69,352
84.758,2.925,9.812,0.437,18.54,13.464,365
12.625,84.758,2.925,9.812,0.437,18.54,872
0.14,12.625,84.758,2.925,9.812,0.437,354
0,0.14,12.625,84.758,2.925,9.812,202
0,0,0.14,12.625,84.758,2.925,165
0,0,0,0.14,12.625,84.758,144
0,0,0,0,0.14,12.625,118
0,0,0,0,0,0.14,105
0,0,0,0,0,0,99.8
1.953,0,0,0,0,0,99.8
0,1.953,0,0,0,0,98.5
0.598,0,1.953,0,0,0,103
0.46,0.598,0,1.953,0,0,102
4.347,0.46,0.598,0,1.953,0,95
3.91,4.347,0.46,0.598,0,1.953,88.8
0.046,3.91,4.347,0.46,0.598,0,79.6
0,0.046,3.91,4.347,0.46,0.598,74.4
0,0,0.046,3.91,4.347,0.46,69.6
0,0,0,0.046,3.91,4.347,67.2
0.345,0,0,0,0.046,3.91,65.6
0,0.345,0,0,0,0.046,68
0,0,0.345,0,0,0,75.2
0.046,0,0,0.345,0,0,61.6
0,0.046,0,0,0.345,0,59.2
0,0,0.046,0,0,0.345,54.5
0,0,0,0.046,0,0,53
0,0,0,0,0.046,0,51.5
0,0,0,0,0,0.046,50.3
0,0,0,0,0,0,50.3
0,0,0,0,0,0,49.7
0,0,0,0,0,0,48.8
0,0,0,0,0,0,48.2
0,0,0,0,0,0,47
0,0,0,0,0,0,45.5
0,0,0,0,0,0,44
0,0,0,0,0,0,42.5
0,0,0,0,0,0,40.7
0,0,0,0,0,0,39.8
0,0,0,0,0,0,39.2
0,0,0,0,0,0,38
0,0,0,0,0,0,36.8
0,0,0,0,0,0,36.2
0,0,0,0,0,0,35.3
0,0,0,0,0,0,34.1
0,0,0,0,0,0,33.2
0,0,0,0,0,0,32.6
0,0,0,0,0,0,32.3
0,0,0,0,0,0,31.4
0,0,0,0,0,0,30.8
0,0,0,0,0,0,30.2
0,0,0,0,0,0,29.9
0,0,0,0,0,0,29.6
0,0,0,0,0,0,29
0,0,0,0,0,0,29
0,0,0,0,0,0,28.4
0,0,0,0,0,0,28.4
0,0,0,0,0,0,27.7
